hour,month,day_of_week,is_weekend,pm25,pm10,so2,nox,no2,co,wind_speed,temperature,humidity,pm_ratio,nox_so2_ratio,label
16,11,3,0,224.49,323.35,9.66,16.92,10.9,1.519,3.63,33.0,52.6,0.694,1.752,agricultural_burning
18,8,6,1,22.37,34.72,2.95,28.2,18.88,0.513,1.9,30.8,68.5,0.644,9.573,unknown
9,12,4,0,83.64,145.63,8.17,72.91,40.91,5.056,2.53,31.5,87.0,0.574,8.921,vehicular
2,8,1,0,124.92,165.84,49.49,16.89,5.69,1.403,3.7,18.7,72.8,0.753,0.341,industrial
10,11,2,0,65.44,76.9,16.89,17.1,10.56,0.634,1.36,19.1,76.4,0.851,1.012,seasonal_inversion
12,11,5,1,141.02,196.25,7.68,34.52,24.28,1.871,1.82,32.9,33.9,0.719,4.496,agricultural_burning
9,11,0,0,65.47,90.66,1.2,56.64,28.29,3.69,0.85,25.7,86.2,0.722,47.009,vehicular
8,11,2,0,112.08,194.47,4.89,10.82,4.51,1.476,0.17,6.7,98.0,0.576,2.21,seasonal_inversion
18,9,2,0,82.01,118.63,3.25,140.38,94.43,1.631,0.76,29.5,60.0,0.691,43.19,vehicular
14,11,5,1,100.71,255.39,6.54,33.21,17.12,0.763,2.37,28.7,45.0,0.394,5.077,agricultural_burning
10,11,0,0,97.8,129.42,8.96,27.18,18.69,1.029,0.32,15.3,90.9,0.756,3.033,seasonal_inversion
9,3,6,1,148.93,338.02,14.42,18.32,14.45,1.164,2.48,29.4,43.3,0.441,1.27,agricultural_burning
7,1,2,0,110.02,142.05,5.64,63.58,35.54,1.521,2.52,30.8,65.1,0.774,11.28,vehicular
22,12,6,1,164.7,189.5,87.62,19.38,11.8,0.38,2.74,27.5,61.2,0.869,0.221,industrial
6,2,3,0,61.16,88.52,15.54,25.6,16.38,1.107,0.43,19.4,60.4,0.691,1.648,seasonal_inversion
4,11,2,0,191.63,256.19,29.42,21.9,17.26,0.622,1.07,35.9,81.2,0.748,0.745,industrial
15,8,6,1,38.48,55.28,13.02,13.44,6.7,0.496,1.61,24.8,60.0,0.696,1.032,unknown
10,10,3,0,154.16,294.39,9.49,31.49,14.66,2.24,1.71,37.6,47.8,0.524,3.318,agricultural_burning
10,12,5,1,102.25,98.65,9.4,29.77,13.92,1.173,0.17,13.0,64.2,1.037,3.168,seasonal_inversion
13,10,6,1,176.76,337.0,6.45,28.69,14.53,1.777,3.95,41.9,42.1,0.525,4.45,agricultural_burning
7,7,3,0,74.16,88.24,13.17,26.42,18.3,0.672,2.79,28.1,65.8,0.84,2.006,unknown
11,10,0,0,178.49,401.98,7.43,30.25,14.52,1.298,3.31,38.5,50.2,0.444,4.075,agricultural_burning
0,11,5,1,166.15,240.69,62.4,21.7,15.52,1.523,3.6,24.9,67.8,0.69,0.348,industrial
14,12,6,1,96.81,271.88,10.47,20.88,6.11,2.313,4.64,23.9,59.1,0.356,1.994,agricultural_burning
3,2,3,0,145.92,158.95,119.45,45.62,31.72,0.405,3.99,28.1,59.8,0.918,0.382,industrial
10,6,4,0,107.58,154.87,2.59,116.18,61.93,1.039,0.92,30.7,62.0,0.695,44.926,vehicular
8,7,3,0,67.59,93.56,7.55,74.65,49.32,2.027,1.0,16.3,44.4,0.722,9.885,vehicular
17,9,0,0,79.15,143.02,4.32,40.78,21.65,2.167,1.19,32.5,76.7,0.553,9.443,vehicular
22,5,4,0,62.94,104.4,20.41,24.37,18.1,0.609,3.17,18.3,35.5,0.603,1.194,unknown
7,4,4,0,66.09,127.19,10.63,8.01,8.22,0.66,2.13,48.2,48.3,0.52,0.754,unknown
6,2,0,0,113.52,166.42,11.74,29.39,14.26,1.088,0.71,20.0,75.4,0.682,2.504,seasonal_inversion
11,3,3,0,172.81,299.73,9.95,27.18,15.19,1.709,4.46,32.9,37.3,0.577,2.732,agricultural_burning
6,12,5,1,78.51,111.88,14.53,34.82,22.92,0.762,1.2,13.2,73.3,0.702,2.396,seasonal_inversion
13,9,4,0,41.92,38.56,8.58,19.39,11.58,0.593,3.02,43.6,61.5,1.087,2.261,unknown
23,11,4,0,10.4,4.5,15.62,18.23,17.29,0.233,5.26,28.2,62.4,2.31,1.167,unknown
21,2,3,0,34.87,23.46,5.44,6.92,2.61,0.532,6.48,27.5,56.1,1.486,1.271,unknown
22,2,2,0,177.02,215.11,106.95,32.05,14.99,0.827,1.81,28.5,85.3,0.823,0.3,industrial
10,12,2,0,74.1,175.78,11.57,22.93,19.28,1.083,2.15,26.4,58.4,0.422,1.981,agricultural_burning
9,11,5,1,100.5,132.15,13.18,46.63,21.7,0.921,0.99,25.0,64.8,0.761,3.537,seasonal_inversion
7,1,1,0,113.29,177.57,-1.32,14.58,12.2,0.664,0.67,12.2,72.0,0.638,5.0,seasonal_inversion
22,11,2,0,157.36,165.32,66.14,46.33,34.91,0.621,3.86,28.8,52.5,0.952,0.7,industrial
4,10,6,1,29.02,31.61,11.77,24.02,9.4,0.213,3.45,21.4,67.2,0.918,2.041,unknown
13,11,2,0,210.49,295.37,0.45,12.15,9.0,2.644,1.4,29.2,18.8,0.713,26.792,agricultural_burning
5,1,3,0,47.71,62.18,11.13,41.98,22.23,1.144,0.38,17.4,93.9,0.767,3.773,seasonal_inversion
17,3,2,0,106.81,217.49,8.71,32.53,19.11,1.363,2.73,27.3,36.3,0.491,3.736,agricultural_burning
5,12,0,0,33.99,46.99,4.12,25.89,13.9,0.343,2.62,37.8,66.6,0.723,6.277,unknown
15,3,4,0,144.99,284.87,12.86,22.85,15.9,1.676,1.69,39.3,83.1,0.509,1.777,agricultural_burning
6,8,2,0,145.18,214.06,117.59,40.06,25.52,0.413,3.49,29.0,78.3,0.678,0.341,industrial
14,1,1,0,63.12,94.11,12.67,16.4,9.18,0.333,5.36,13.8,26.4,0.671,1.294,unknown
0,7,5,1,119.13,126.51,67.38,24.11,18.86,0.623,2.49,34.3,67.1,0.942,0.358,industrial
18,6,4,0,59.72,73.76,11.54,87.42,69.61,0.967,2.59,25.5,38.0,0.81,7.576,vehicular
5,10,4,0,-2.92,-14.93,13.42,10.02,3.54,0.178,3.34,17.8,51.6,0.5,0.746,unknown
10,1,2,0,75.93,112.49,8.39,71.7,46.64,2.69,1.39,33.8,66.6,0.675,8.542,vehicular
8,7,4,0,85.77,163.25,7.5,114.56,61.19,1.912,1.3,33.7,70.9,0.525,15.268,vehicular
10,7,3,0,62.99,117.15,8.53,77.13,36.29,2.742,1.25,17.5,65.3,0.538,9.045,vehicular
18,12,2,0,52.87,102.37,8.97,135.6,109.54,1.748,1.06,32.3,75.2,0.516,15.12,vehicular
20,1,0,0,66.35,136.68,6.15,74.5,53.52,4.046,2.84,31.0,73.9,0.485,12.112,vehicular
8,11,3,0,108.3,161.94,7.92,27.43,16.55,0.816,0.06,18.1,76.3,0.669,3.461,seasonal_inversion
15,10,1,0,183.12,283.06,13.17,10.97,6.5,1.369,2.04,31.6,17.1,0.647,0.833,agricultural_burning
4,12,1,0,143.27,195.75,54.02,31.09,19.7,1.01,2.84,31.7,75.0,0.732,0.576,industrial
11,11,0,0,60.92,78.73,8.48,1.89,-0.4,0.107,1.82,29.4,42.5,0.774,0.222,unknown
17,11,1,0,91.9,152.6,6.49,64.65,38.44,2.103,0.53,23.7,54.9,0.602,9.961,vehicular
23,9,0,0,110.61,153.04,83.28,41.56,28.32,0.605,2.94,18.7,48.6,0.723,0.499,industrial
4,3,0,0,12.88,32.61,2.26,23.65,18.5,0.507,4.49,36.0,44.0,0.395,10.482,unknown
7,12,2,0,110.75,149.26,11.77,20.03,7.62,1.269,0.99,14.6,98.0,0.742,1.701,seasonal_inversion
20,7,2,0,66.07,89.2,3.11,84.86,56.14,0.973,1.17,34.6,43.9,0.741,27.273,vehicular
1,5,5,1,152.88,222.15,66.08,35.46,24.7,0.66,2.66,35.8,80.3,0.688,0.537,industrial
9,6,1,0,50.39,80.43,13.67,19.62,9.0,0.603,7.41,46.4,60.1,0.626,1.435,unknown
19,1,6,1,44.75,77.37,2.76,10.84,8.44,0.763,3.23,16.8,66.1,0.578,3.923,unknown
5,5,0,0,168.02,206.48,43.71,16.17,7.2,0.739,1.84,28.1,58.7,0.814,0.37,industrial
10,2,6,1,106.28,155.69,9.25,29.48,20.51,0.383,0.88,20.8,79.7,0.683,3.186,seasonal_inversion
22,9,6,1,144.29,181.69,101.8,38.83,29.23,0.85,3.34,25.4,64.7,0.794,0.381,industrial
22,11,5,1,171.94,224.6,48.13,55.66,29.53,0.889,1.31,22.1,65.8,0.766,1.156,industrial
22,11,6,1,75.71,80.23,10.36,9.4,5.77,0.558,3.05,27.1,71.5,0.944,0.907,unknown
8,11,2,0,60.33,60.48,2.44,20.77,17.72,0.635,3.8,20.8,98.0,0.997,8.5,unknown
5,11,3,0,110.88,145.28,9.57,32.66,26.31,0.394,0.42,19.3,76.8,0.763,3.414,seasonal_inversion
8,2,6,1,127.28,168.29,12.05,48.73,34.7,1.035,0.58,12.1,67.9,0.756,4.043,seasonal_inversion
9,2,4,0,83.62,91.78,24.17,5.68,-0.06,1.185,0.86,15.4,87.7,0.911,0.235,seasonal_inversion
22,3,0,0,32.64,51.88,3.89,16.1,11.93,0.443,1.46,11.3,61.4,0.629,4.142,unknown
16,10,4,0,237.4,421.85,8.02,21.39,11.39,1.519,1.27,32.4,57.3,0.563,2.667,agricultural_burning
7,8,3,0,38.79,68.1,7.57,22.78,9.12,0.25,2.84,47.7,50.6,0.57,3.007,unknown
5,2,2,0,112.26,177.6,16.24,31.5,25.06,0.694,1.08,20.6,74.0,0.632,1.939,seasonal_inversion
10,3,4,0,156.76,316.9,11.39,18.6,7.4,0.672,1.07,35.3,50.6,0.495,1.634,agricultural_burning
3,8,4,0,190.47,211.33,21.68,22.43,20.25,1.078,1.2,18.9,56.5,0.901,1.035,industrial
5,8,0,0,54.89,65.25,5.75,17.89,15.34,0.253,1.45,22.8,55.7,0.841,3.112,unknown
2,9,5,1,15.37,9.36,9.03,10.21,2.36,0.609,2.57,26.0,63.2,1.643,1.131,unknown
10,12,0,0,208.61,326.73,8.33,11.94,8.2,0.596,4.48,28.3,51.1,0.638,1.433,agricultural_burning
5,8,5,1,180.84,233.39,55.28,36.99,29.71,0.317,2.8,29.5,69.3,0.775,0.669,industrial
18,4,2,0,197.92,404.46,11.32,6.51,3.44,1.617,1.47,26.8,57.9,0.489,0.575,agricultural_burning
19,4,0,0,31.93,33.5,12.62,9.83,8.96,0.724,7.57,25.5,63.5,0.953,0.779,unknown
5,11,6,1,64.46,65.87,14.22,18.4,11.38,0.482,2.11,26.9,69.5,0.979,1.294,unknown
19,9,3,0,70.1,111.15,4.42,73.7,38.07,1.684,0.74,30.2,51.8,0.631,16.662,vehicular
14,4,3,0,268.93,364.69,11.81,15.27,7.9,3.182,2.36,25.1,72.0,0.737,1.293,agricultural_burning
8,12,3,0,72.99,109.12,4.12,71.09,49.87,2.565,2.98,23.3,43.2,0.669,17.237,vehicular
2,12,5,1,112.94,163.92,100.86,24.57,11.54,0.81,0.87,27.3,62.9,0.689,0.244,industrial
0,11,6,1,150.51,165.64,94.07,45.11,22.72,0.917,0.94,36.9,76.2,0.909,0.479,industrial
15,12,0,0,132.28,332.68,12.39,12.89,4.88,0.44,3.45,38.7,26.4,0.398,1.04,agricultural_burning
10,10,2,0,175.18,345.82,-0.47,17.0,13.06,1.755,3.24,29.6,52.3,0.507,5.0,agricultural_burning
8,12,1,0,115.84,151.51,5.89,24.59,11.34,0.324,0.34,11.9,97.1,0.765,4.178,seasonal_inversion
9,2,6,1,162.94,235.33,16.12,27.7,17.56,0.726,0.9,15.0,80.4,0.692,1.718,seasonal_inversion
10,12,4,0,48.55,80.47,24.46,36.67,22.54,1.346,0.74,19.8,66.1,0.603,1.499,seasonal_inversion
16,3,6,1,169.64,304.24,12.06,18.19,10.19,1.792,3.68,24.3,52.3,0.558,1.509,agricultural_burning
7,11,5,1,42.32,60.18,8.1,7.48,4.09,0.632,7.9,24.2,77.7,0.703,0.924,unknown
7,2,2,0,75.74,117.55,10.5,23.74,10.45,0.622,0.51,16.0,73.5,0.644,2.26,seasonal_inversion
5,6,3,0,144.84,211.69,35.68,56.27,46.4,1.145,0.51,28.5,49.3,0.684,1.577,industrial
9,10,2,0,86.76,114.25,4.51,90.98,55.4,3.074,2.55,30.9,50.4,0.759,20.189,vehicular
8,1,6,1,74.54,148.79,11.71,8.87,3.37,0.962,0.84,19.4,83.2,0.501,0.757,seasonal_inversion
17,5,3,0,43.18,78.22,6.58,123.16,72.25,3.041,0.5,29.8,68.7,0.552,18.715,vehicular
13,12,1,0,283.32,427.94,1.71,12.16,8.32,1.597,1.82,25.5,40.1,0.662,7.108,agricultural_burning
19,6,4,0,11.72,16.38,5.33,15.64,9.35,0.52,3.53,32.0,59.4,0.715,2.934,unknown
7,6,4,0,74.55,102.27,3.55,81.75,62.06,4.286,1.48,31.7,77.1,0.729,23.025,vehicular
10,8,2,0,67.72,103.83,6.83,50.08,36.72,1.995,2.02,27.4,28.1,0.652,7.335,vehicular
6,3,1,0,160.69,187.08,47.49,43.33,34.28,0.729,1.86,33.9,59.5,0.859,0.912,industrial
20,2,2,0,78.23,149.2,0.91,104.51,66.08,2.88,0.85,19.1,72.6,0.524,114.658,vehicular
22,6,2,0,37.22,46.04,11.23,5.55,3.54,1.25,4.12,34.3,49.4,0.809,0.494,unknown
3,5,4,0,41.87,51.87,9.92,-1.36,0.79,0.173,6.4,31.4,57.4,0.807,-0.137,unknown
10,3,2,0,112.31,228.0,11.5,-2.47,0.33,1.933,2.84,35.8,37.2,0.493,-0.215,agricultural_burning
8,6,2,0,86.94,157.5,2.99,72.8,30.0,0.84,1.98,29.2,66.6,0.552,24.358,vehicular
14,10,1,0,201.92,431.39,7.09,11.52,8.28,1.038,4.14,33.8,44.6,0.468,1.625,agricultural_burning
9,8,6,1,65.8,102.04,12.59,23.54,15.57,0.537,7.75,19.3,46.0,0.645,1.871,unknown
20,3,3,0,59.72,118.97,6.44,90.81,45.41,2.371,2.68,25.9,64.4,0.502,14.105,vehicular
1,4,1,0,172.58,183.76,54.09,49.22,23.89,0.782,3.85,26.7,72.3,0.939,0.91,industrial
9,12,1,0,69.75,94.66,13.23,40.31,33.1,1.116,0.4,17.1,67.2,0.737,3.046,seasonal_inversion
14,12,4,0,153.58,224.78,8.15,22.04,10.35,1.686,1.42,30.8,43.5,0.683,2.703,agricultural_burning
9,3,0,0,220.18,339.13,10.97,22.1,12.84,1.261,3.48,28.9,22.5,0.649,2.014,agricultural_burning
9,11,4,0,95.22,131.29,15.56,27.29,14.79,1.067,0.83,15.9,73.4,0.725,1.754,seasonal_inversion
0,10,6,1,185.55,266.42,88.01,22.86,17.6,1.439,0.65,21.6,75.1,0.696,0.26,industrial
6,1,0,0,110.42,152.69,13.52,37.6,22.73,0.823,1.21,20.9,94.9,0.723,2.78,seasonal_inversion
23,8,5,1,149.9,154.49,50.58,28.73,18.67,0.679,2.05,24.7,45.3,0.97,0.568,industrial
20,8,2,0,72.97,117.24,3.89,83.18,52.99,2.727,2.34,28.0,67.0,0.622,21.358,vehicular
19,2,3,0,82.75,127.04,10.26,54.89,33.87,2.958,1.66,25.3,49.6,0.651,5.349,vehicular
14,3,1,0,161.07,273.76,1.66,14.75,7.54,2.038,1.31,28.8,60.4,0.588,8.893,agricultural_burning
17,11,5,1,161.99,232.28,5.66,30.84,14.9,1.153,3.91,41.4,57.2,0.697,5.447,agricultural_burning
14,11,2,0,115.8,208.68,-0.94,25.04,12.23,1.506,4.47,39.6,56.9,0.555,5.0,agricultural_burning
15,10,4,0,133.04,249.95,3.11,30.54,17.61,2.686,4.02,33.9,43.8,0.532,9.807,agricultural_burning
1,1,4,0,38.45,29.71,11.67,35.21,18.32,0.176,5.71,35.3,32.8,1.294,3.017,unknown
10,11,1,0,133.15,194.1,9.17,29.57,30.29,0.739,0.42,17.2,57.6,0.686,3.225,seasonal_inversion
4,10,2,0,103.47,124.84,84.25,40.42,29.25,0.936,3.09,29.6,81.6,0.829,0.48,industrial
11,4,1,0,58.15,58.54,13.44,4.1,3.03,0.549,7.02,22.6,66.2,0.993,0.305,unknown
1,5,4,0,120.79,150.6,104.85,47.23,24.46,0.443,1.61,24.5,75.9,0.802,0.45,industrial
15,12,4,0,186.82,311.22,9.87,25.22,13.22,2.117,1.31,34.9,43.8,0.6,2.554,agricultural_burning
10,10,4,0,60.66,115.65,6.08,100.01,71.3,2.825,2.68,23.6,50.2,0.525,16.437,vehicular
2,9,2,0,172.01,220.91,47.4,29.12,17.77,1.048,3.44,22.8,47.1,0.779,0.614,industrial
10,12,1,0,97.61,137.92,2.14,53.81,25.14,2.765,2.91,23.3,36.0,0.708,25.098,vehicular
8,2,3,0,106.92,128.94,8.69,25.59,13.96,0.848,1.03,17.7,68.0,0.829,2.944,seasonal_inversion
8,2,6,1,47.33,72.28,11.87,14.52,7.69,0.263,6.91,44.4,21.2,0.655,1.223,unknown
9,12,2,0,162.92,285.96,7.37,23.31,13.68,1.056,0.72,25.1,53.3,0.57,3.162,seasonal_inversion
4,9,1,0,222.65,324.53,113.52,28.7,13.9,0.582,2.09,26.6,59.8,0.686,0.253,industrial
5,1,3,0,131.54,167.21,65.85,60.38,37.44,1.051,3.63,23.7,51.7,0.787,0.917,industrial
16,12,1,0,70.67,146.56,0.68,25.27,9.68,2.402,2.86,29.0,40.6,0.482,36.913,agricultural_burning
3,3,0,0,145.23,191.84,38.77,12.4,5.95,0.627,3.88,32.4,56.1,0.757,0.32,industrial
10,11,4,0,60.12,98.84,6.85,122.06,96.56,2.04,2.92,28.8,25.4,0.608,17.82,vehicular
15,4,5,1,113.83,320.18,6.96,31.91,22.05,1.49,2.76,37.8,49.5,0.356,4.587,agricultural_burning
7,11,5,1,86.61,130.6,7.18,35.71,19.04,1.239,0.48,15.3,74.5,0.663,4.975,seasonal_inversion
12,4,2,0,247.11,363.71,2.72,29.02,15.36,1.698,4.5,29.5,54.5,0.679,10.68,agricultural_burning
11,11,0,0,173.82,281.34,-2.47,38.09,15.11,1.094,4.35,42.4,57.8,0.618,5.0,agricultural_burning
2,5,4,0,52.8,73.75,-2.07,7.43,7.41,0.603,6.58,36.0,48.2,0.716,5.0,unknown
14,11,2,0,112.39,235.52,13.21,13.02,5.46,1.628,1.88,34.9,29.2,0.477,0.985,agricultural_burning
17,11,0,0,205.81,359.76,4.2,26.38,20.6,1.654,4.52,29.9,37.5,0.572,6.279,agricultural_burning
4,12,1,0,40.65,68.1,3.46,10.06,6.41,0.209,1.53,24.3,46.1,0.597,2.91,unknown
17,12,3,0,179.84,283.67,9.83,10.11,3.88,1.658,4.01,30.7,43.0,0.634,1.028,agricultural_burning
8,11,2,0,61.8,109.28,8.36,76.41,39.21,2.992,0.75,26.4,70.7,0.566,9.137,vehicular
5,12,3,0,121.27,135.1,55.93,41.35,20.46,1.024,1.72,24.4,54.5,0.898,0.739,industrial
0,5,5,1,206.92,276.25,92.25,32.09,25.39,1.028,1.22,23.9,78.1,0.749,0.348,industrial
14,3,6,1,46.48,48.72,9.14,22.36,12.41,0.516,7.49,29.8,58.7,0.954,2.447,unknown
12,11,4,0,165.46,272.43,0.57,31.12,18.73,2.164,2.35,32.8,38.6,0.607,54.61,agricultural_burning
10,12,6,1,113.04,161.12,13.13,33.81,26.84,0.988,0.82,26.9,88.2,0.702,2.574,seasonal_inversion
6,5,5,1,124.35,130.4,103.16,29.32,25.14,0.61,0.6,16.0,52.6,0.954,0.284,industrial
0,7,0,0,213.68,267.9,61.05,18.24,11.46,1.129,3.39,27.2,63.6,0.798,0.299,industrial
2,3,0,0,123.51,167.68,49.93,22.28,17.42,1.003,2.03,33.9,81.1,0.737,0.446,industrial
12,10,2,0,36.89,48.96,10.14,18.33,5.72,0.292,6.8,29.5,38.1,0.754,1.808,unknown
5,1,2,0,56.78,76.48,7.29,17.42,14.1,0.908,1.23,14.3,82.1,0.743,2.391,seasonal_inversion
8,8,3,0,47.81,87.2,0.61,101.81,63.28,3.346,1.7,26.7,60.7,0.548,167.44,vehicular
9,10,2,0,126.16,311.49,9.4,38.59,18.14,2.076,4.22,24.6,32.8,0.405,4.104,agricultural_burning
17,12,5,1,206.65,292.17,15.91,19.52,10.7,2.147,1.02,35.6,54.0,0.707,1.227,agricultural_burning
16,11,3,0,224.48,332.55,3.0,29.52,16.09,2.162,2.04,38.1,32.7,0.675,9.828,agricultural_burning
20,7,3,0,68.66,119.12,8.16,116.18,70.89,2.694,1.79,27.6,53.7,0.576,14.231,vehicular
19,12,3,0,85.77,114.88,8.52,88.3,60.69,2.087,1.89,24.3,58.2,0.747,10.359,vehicular
17,2,2,0,43.71,69.48,1.22,34.55,16.04,0.614,4.71,31.7,93.2,0.629,28.395,unknown
10,6,2,0,71.7,105.76,1.45,59.31,31.12,2.095,2.11,34.8,53.7,0.678,41.021,vehicular
7,2,3,0,102.31,147.75,15.64,38.32,32.06,0.223,1.44,22.6,94.4,0.692,2.449,seasonal_inversion
1,6,4,0,137.15,133.87,56.43,23.26,11.22,1.01,2.16,20.7,80.0,1.025,0.412,industrial
13,3,4,0,211.62,370.51,2.61,17.44,10.38,1.224,4.2,34.4,36.8,0.571,6.669,agricultural_burning
9,4,6,1,83.26,210.56,6.37,21.33,11.82,1.106,3.54,27.3,49.7,0.395,3.349,agricultural_burning
7,1,0,0,74.54,91.79,11.48,16.54,10.28,0.652,1.47,22.3,78.1,0.812,1.441,seasonal_inversion
6,10,5,1,188.71,271.14,98.33,31.57,19.68,1.039,1.94,26.8,36.0,0.696,0.321,industrial
10,1,3,0,89.54,156.82,16.96,10.4,9.35,1.548,0.74,14.6,65.1,0.571,0.613,seasonal_inversion
9,4,6,1,103.31,287.34,4.01,20.21,9.97,1.39,2.03,31.0,43.3,0.36,5.042,agricultural_burning
6,10,4,0,49.39,56.13,9.32,21.78,11.91,0.637,5.25,39.1,85.2,0.88,2.337,unknown
6,11,4,0,50.19,92.53,24.36,19.17,12.42,0.995,0.03,1.1,83.3,0.542,0.787,seasonal_inversion
8,8,4,0,117.19,200.4,9.66,64.6,36.04,2.427,0.99,31.5,83.6,0.585,6.691,vehicular
10,12,4,0,159.03,225.74,12.72,15.75,8.46,1.71,1.3,31.6,15.0,0.704,1.239,agricultural_burning
7,12,2,0,127.24,131.99,4.18,24.27,15.02,0.638,0.95,20.1,82.1,0.964,5.8,seasonal_inversion
9,12,1,0,74.95,162.54,15.3,12.36,8.39,1.186,2.51,34.9,15.0,0.461,0.807,agricultural_burning
3,3,3,0,186.62,242.78,93.6,59.53,38.59,1.426,1.86,22.4,75.8,0.769,0.636,industrial
1,8,1,0,165.28,192.77,63.63,41.09,20.53,0.791,3.87,25.0,66.9,0.857,0.646,industrial
16,11,5,1,20.74,15.91,9.07,21.45,13.19,0.43,6.41,30.4,47.0,1.303,2.366,unknown
10,12,3,0,168.12,319.95,6.79,25.68,12.14,1.173,2.12,35.9,28.1,0.525,3.783,agricultural_burning
20,7,0,0,82.5,149.31,3.52,87.58,45.15,2.592,1.85,22.0,79.6,0.553,24.872,vehicular
7,11,3,0,89.88,109.8,14.25,25.76,16.81,0.903,0.2,23.4,60.8,0.819,1.808,seasonal_inversion
23,11,4,0,138.77,163.4,53.28,14.32,3.37,0.749,1.0,28.6,32.6,0.849,0.269,industrial
18,10,5,1,108.52,236.93,10.18,27.19,19.4,1.794,2.61,31.8,39.4,0.458,2.67,agricultural_burning
15,3,4,0,161.74,371.04,7.22,22.45,7.98,1.833,2.18,28.4,49.8,0.436,3.11,agricultural_burning
12,9,3,0,39.46,45.34,14.39,23.56,16.06,0.012,5.19,34.5,55.6,0.87,1.638,unknown
6,2,2,0,73.23,74.96,16.93,11.72,3.23,0.815,0.58,15.9,58.1,0.977,0.692,seasonal_inversion
7,7,6,1,39.65,49.59,2.39,16.43,12.34,0.009,1.81,23.4,62.9,0.8,6.879,unknown
9,8,0,0,79.16,150.62,4.77,119.75,75.5,4.35,0.57,27.3,55.7,0.526,25.128,vehicular
4,4,4,0,42.92,57.92,6.64,-5.22,-1.36,0.572,7.33,26.1,57.6,0.741,-0.787,unknown
9,3,0,0,90.7,227.62,6.24,15.73,11.5,1.835,3.58,37.8,37.2,0.398,2.519,agricultural_burning
10,2,4,0,71.28,126.28,11.98,16.16,8.82,0.959,0.29,17.1,89.5,0.564,1.349,seasonal_inversion
18,12,0,0,57.77,110.96,0.61,95.64,51.14,2.969,1.38,35.1,51.5,0.521,157.078,vehicular
9,10,1,0,126.32,265.14,6.19,5.09,3.14,2.417,4.35,31.6,27.7,0.476,0.823,agricultural_burning
15,3,6,1,211.45,374.76,9.62,31.49,22.66,1.844,2.48,35.1,29.7,0.564,3.272,agricultural_burning
0,10,2,0,52.53,43.68,3.37,23.01,10.86,1.053,3.98,20.7,65.3,1.203,6.829,unknown
4,7,0,0,35.5,34.47,5.3,14.11,7.98,0.451,6.58,22.1,66.9,1.03,2.661,unknown
8,3,2,0,61.97,97.75,12.73,76.06,46.56,3.939,1.36,35.3,76.9,0.634,5.976,vehicular
23,1,1,0,128.85,151.97,72.13,66.62,52.8,0.335,2.32,26.4,79.1,0.848,0.924,industrial
23,8,3,0,20.11,30.53,13.02,26.13,13.62,0.36,6.93,32.3,86.6,0.659,2.006,unknown
6,12,2,0,126.37,185.32,12.14,21.51,20.92,0.665,0.56,16.3,64.5,0.682,1.772,seasonal_inversion
20,7,3,0,72.17,122.46,8.39,111.82,82.78,1.558,2.87,26.8,43.3,0.589,13.334,vehicular
12,3,6,1,130.72,260.32,7.49,17.98,9.92,2.56,2.35,25.2,15.0,0.502,2.4,agricultural_burning
4,7,1,0,146.81,224.95,73.5,32.73,22.89,1.058,3.36,23.3,51.2,0.653,0.445,industrial
8,11,1,0,80.81,126.75,10.38,29.02,21.7,0.96,0.68,16.9,64.4,0.638,2.796,seasonal_inversion
15,7,3,0,35.03,46.28,12.71,28.88,18.26,0.128,1.33,19.1,98.0,0.757,2.271,unknown
18,12,1,0,59.12,125.18,5.28,87.39,66.0,3.041,1.66,39.3,24.8,0.472,16.541,vehicular
17,11,2,0,87.41,146.77,3.48,106.42,66.81,4.116,1.87,26.7,40.9,0.596,30.558,vehicular
8,11,2,0,61.03,91.6,4.69,114.61,51.97,2.408,1.23,28.8,44.0,0.666,24.411,vehicular
10,10,1,0,67.05,91.9,15.0,8.23,5.45,0.495,6.22,35.1,67.0,0.73,0.548,unknown
20,9,0,0,67.89,98.8,8.92,74.79,43.71,2.455,2.67,33.5,60.7,0.687,8.381,vehicular
9,11,3,0,143.57,277.94,7.64,18.51,13.53,2.038,2.82,28.8,35.9,0.517,2.423,agricultural_burning
15,4,4,0,57.71,71.0,12.5,10.65,7.88,0.485,2.09,26.3,34.3,0.813,0.852,unknown
20,5,0,0,80.82,117.44,8.28,171.49,109.45,1.441,2.72,31.0,58.6,0.688,20.714,vehicular
19,11,2,0,100.53,134.2,8.9,62.44,36.46,3.81,2.06,28.3,66.7,0.749,7.012,vehicular
5,11,6,1,119.81,140.97,57.01,36.71,30.74,0.631,0.56,20.4,64.9,0.85,0.644,industrial
5,5,2,0,23.61,33.07,0.65,3.49,0.86,0.738,2.62,20.0,52.1,0.714,5.353,unknown
7,1,3,0,107.59,208.45,0.89,102.55,67.75,1.705,1.68,27.0,56.4,0.516,115.522,vehicular
4,10,5,1,180.74,264.96,65.51,52.01,26.32,0.594,1.31,29.2,80.8,0.682,0.794,industrial
6,2,4,0,76.06,125.63,13.53,43.78,39.91,0.671,1.24,15.6,66.7,0.605,3.235,seasonal_inversion
10,11,1,0,83.32,120.81,19.02,15.51,9.68,0.526,1.17,14.3,78.8,0.69,0.815,seasonal_inversion
